,Unnamed: 0,FinalWorth,Person Name,Age,country,City,source,Industries,Country_Of_Citizenship,Self_Made,Status,Gender,State,Residence_State_Region,Birth Year,Birth Month,Birthday,CPI Country,CPI ChangeCountry,GDP_Country,Gross_Tertiarye_Education_Enrollment,Gross_Primary_Education_Enrollment_Country,Life_Expectancy_Country,Tax_Revenue_Country,Total_TaxRate_Country,Population_Country,Latitude Country,Longitude Country,Population_Category
106,106,15800,Karl Albrecht Jr. & family,,Germany,,Supermarkets,Fashion & Retail,Germany,False,Split Family Fortune,M,,,,,,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,50M-100M
107,107,15800,Beate Heister,,,,Supermarkets,Fashion & Retail,Germany,False,Split Family Fortune,F,,,,,,,,,,,,,,,,,
108,108,15800,Jorge Paulo Lemann & family,83.0,Switzerland,Zurich,Beer,Food & Beverage,Brazil,True,U,M,,,1939.0,8.0,26.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,5M-10M
109,109,15800,Peter Woo,76.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,False,D,M,,,1946.0,9.0,5.0,,,,,,,,,,,,
110,110,15600,Dilip Shanghvi,67.0,India,Mumbai,Pharmaceuticals,Healthcare,India,True,E,M,,,1955.0,10.0,1.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,>500M
111,111,15500,Robert Pera,45.0,United States,San Jose,Wireless networking,Technology,United States,True,U,M,California,West,1978.0,3.0,10.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
112,112,15300,Radhakishan Damani,68.0,India,Mumbai,"Retail, investments",Fashion & Retail,India,True,D,M,,,1955.0,1.0,1.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,>500M
113,113,15200,Huang Shilin,56.0,China,Ningde,Batteries,Automotive,China,True,D,M,,,1967.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
114,114,14900,Dhanin Chearavanont,83.0,Thailand,Bangkok,Diversified,Diversified,Thailand,False,U,M,,,1939.0,4.0,19.0,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541,50M-100M
115,115,14900,David Green & family,81.0,United States,Oklahoma City,Retail,Fashion & Retail,United States,True,U,M,Oklahoma,South,1941.0,11.0,13.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
116,116,14800,Charoen Sirivadhanabhakdi,78.0,Thailand,Bangkok,"Alcohol, real estate",Food & Beverage,Thailand,True,U,M,,,1944.0,5.0,2.0,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541,50M-100M
117,117,14700,Charlene de Carvalho-Heineken & family,68.0,United Kingdom,London,Heineken,Food & Beverage,Netherlands,False,D,F,,,1954.0,6.0,30.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,50M-100M
118,118,14600,Xu Hang,60.0,China,Shenzhen,Medical devices,Healthcare,Hong Kong,True,D,M,,,1962.0,5.0,22.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
119,119,14500,Wei Jianjun & family,59.0,China,Baoding,Automobiles,Automotive,China,True,D,M,,,1964.0,3.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
120,120,14400,Alisher Usmanov,69.0,Uzbekistan,Tashkent,"Steel, telecom, investments",Metals & Mining,Russia,True,U,M,,,1953.0,9.0,9.0,,,57921286440.0,10.1,104.2,71.6,14.8,31.6,33580650.0,41.377491,64.585262,10M-50M
121,121,14300,Goh Cheng Liang,95.0,Singapore,Singapore,Paints,Manufacturing,Singapore,True,U,M,,,1927.0,6.0,27.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,5M-10M
122,122,14200,Kumar Birla,55.0,India,Mumbai,Commodities,Diversified,India,False,D,M,,,1967.0,6.0,14.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,>500M
123,123,14200,Aliko Dangote,65.0,Nigeria,Lagos,"Cement, sugar",Manufacturing,Nigeria,True,U,M,,,1957.0,4.0,10.0,267.51,11.4,448120428859.0,10.2,84.7,54.3,1.5,34.8,200963599.0,9.081999,8.675277,100M-500M
124,124,14100,Kwong Siu-hing,93.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,False,U,F,,,1929.0,12.0,2.0,,,,,,,,,,,,
125,125,14000,Idan Ofer,67.0,United Kingdom,London,Shipping,Diversified,Israel,False,U,M,,,1955.0,10.0,2.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,50M-100M
126,126,13900,Chen Bang,57.0,China,Changsha,Hospitals,Healthcare,China,True,U,M,,,1965.0,9.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
127,127,13900,Lui Che Woo,94.0,Hong Kong,Hong Kong,Casinos/hotels,Gambling & Casinos,Hong Kong,True,U,M,,,1929.0,4.0,1.0,,,,,,,,,,,,
128,128,13700,John Fredriksen,78.0,United Kingdom,London,Shipping,Logistics,Cyprus,True,U,M,,,1945.0,2.0,1.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,50M-100M
129,129,13700,Diane Hendricks,76.0,United States,Afton,Building supplies,Construction & Engineering,United States,True,U,F,Wisconsin,Midwest,1947.0,3.0,2.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
130,130,13700,Jan Koum,47.0,United States,Atherton,WhatsApp,Technology,United States,True,U,M,California,West,1976.0,2.0,24.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
131,131,13300,Jerry Jones,80.0,United States,Dallas,Dallas Cowboys,Sports,United States,True,U,M,Texas,South,1942.0,10.0,13.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
132,132,13300,George Kaiser,80.0,United States,Tulsa,"Oil & gas, banking",Energy,United States,False,U,M,Oklahoma,South,1942.0,7.0,29.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
133,133,13300,Joseph Lau,71.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,True,D,M,,,1951.0,7.0,21.0,,,,,,,,,,,,
134,134,13200,Lu Xiangyang,60.0,China,Guangzhou,"Automobiles, batteries",Automotive,China,True,D,M,,,1962.0,12.0,28.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
135,135,13100,Harry Triguboff,90.0,Australia,Sydney,Real estate,Real Estate,Australia,True,U,M,,,1933.0,3.0,3.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136,10M-50M
136,136,12900,Uday Kotak,64.0,India,Mumbai,Banking,Finance & Investments,India,True,D,M,,,1959.0,3.0,15.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,>500M
137,137,12900,Stanley Kroenke,75.0,United States,Electra,"Sports, real estate",Sports,United States,True,U,M,Texas,South,1947.0,7.0,29.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
138,138,12600,Mikhail Fridman,58.0,United Kingdom,London,"Oil, banking, telecom",Energy,Russia,True,U,M,,,1964.0,4.0,21.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,50M-100M
139,139,12300,Sarath Ratanavadi,57.0,Thailand,Bangkok,Energy,Energy,Thailand,True,U,M,,,1965.0,7.0,12.0,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541,50M-100M
140,140,12200,Dang Yanbao,50.0,China,Yinchuan,Coal,Metals & Mining,China,True,D,M,,,1973.0,2.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
141,141,12200,Jiang Rensheng & family,69.0,China,Chongqing,Vaccines,Healthcare,China,True,D,M,,,1953.0,10.0,8.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
142,142,12100,Shahid Khan,72.0,United States,Naples,Auto parts,Automotive,United States,True,U,M,Florida,South,1950.0,7.0,18.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
143,143,12000,Laurene Powell Jobs & family,59.0,United States,Palo Alto,"Apple, Disney",Technology,United States,False,D,F,California,West,1963.0,11.0,6.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
144,144,11800,Robert Kuok,99.0,Hong Kong,Hong Kong,"Palm oil, shipping, property",Diversified,Malaysia,True,U,M,,,1923.0,10.0,6.0,,,,,,,,,,,,
145,145,11600,Stephen Ross,82.0,United States,New York,Real estate,Real Estate,United States,True,U,M,New York,Northeast,1940.0,5.0,10.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
146,146,11500,Pavel Durov,38.0,United Arab Emirates,Dubai,Messaging app,Technology,United Arab Emirates,True,D,M,,,1984.0,10.0,10.0,114.52,-1.9,421142267938.0,36.8,108.4,77.8,0.1,15.9,9770529.0,23.424076,53.847818,5M-10M
147,147,11500,Andreas Struengmann & family,73.0,Germany,Tegernsee,Pharmaceuticals,Healthcare,Germany,True,D,M,,,1950.0,2.0,16.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,50M-100M
148,148,11500,Thomas Struengmann & family,73.0,Germany,Tegernsee,Pharmaceuticals,Healthcare,Germany,True,D,M,,,1950.0,2.0,16.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,50M-100M
149,149,11400,Liu Hanyuan,59.0,China,Chengdu,Agribusiness,Food & Beverage,China,True,D,M,,,1964.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
150,150,11400,Michael Rubin,50.0,United States,Bryn Mawr,Online retail,Fashion & Retail,United States,True,U,M,Pennsylvania,Northeast,1972.0,7.0,21.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
151,151,11300,Israel Englander,74.0,United States,New York,Hedge funds,Finance & Investments,United States,True,D,M,New York,Northeast,1948.0,9.0,30.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
152,152,11300,Viatcheslav Kantor,69.0,Israel,Herzliya,"Fertilizer, real estate",Manufacturing,Russia,True,U,M,,,1953.0,9.0,8.0,108.15,0.8,395098666122.0,63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612,5M-10M
153,153,11300,Anthony Pratt,62.0,Australia,Melbourne,Manufacturing,Manufacturing,Australia,False,D,M,,,1960.0,4.0,11.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136,10M-50M
154,154,11300,Mikhail Prokhorov,57.0,Switzerland,Frauenfeld,Investments,Finance & Investments,Russia,True,U,M,,,1965.0,5.0,3.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,5M-10M
155,155,11100,Giorgio Armani,88.0,Italy,Milan,Luxury goods,Fashion & Retail,Italy,True,U,M,,,1934.0,7.0,11.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738,50M-100M
156,156,11100,Johann Rupert & family,72.0,South Africa,Cape Town,Luxury goods,Fashion & Retail,South Africa,False,U,M,,,1950.0,6.0,1.0,158.93,4.1,351431649241.0,22.4,100.9,63.9,27.5,29.2,58558270.0,-30.559482,22.937506,50M-100M
157,157,11000,Gong Hongjia & family,58.0,Hong Kong,Hong Kong,Video surveillance,Finance & Investments,Hong Kong,True,D,M,,,1965.0,1.0,1.0,,,,,,,,,,,,
158,158,11000,Zhang Zhidong,51.0,China,Shenzhen,Internet media,Technology,China,True,D,M,,,1972.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
159,159,10900,Philip Anschutz,83.0,United States,Denver,"Energy, sports, entertainment",Finance & Investments,United States,False,E,M,Colorado,West,1939.0,12.0,28.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
160,160,10900,Judy Love & family,85.0,United States,Oklahoma City,Gas stations,Fashion & Retail,United States,True,U,F,Oklahoma,South,1937.0,6.0,17.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
161,161,10900,Ricardo Salinas Pliego & family,67.0,Mexico,Mexico City,"Retail, media",Fashion & Retail,Mexico,False,D,M,,,1955.0,10.0,19.0,141.54,3.6,1258286717125.0,40.2,105.8,75.0,13.1,55.1,126014024.0,23.634501,-102.552784,100M-500M
162,162,10700,Donald Newhouse,93.0,United States,New York,Media,Media & Entertainment,United States,False,D,M,New York,Northeast,1929.0,8.0,5.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
163,163,10600,Robert Kraft,81.0,United States,Brookline,"Manufacturing, New England Patriots",Sports,United States,True,U,M,Massachusetts,Northeast,1941.0,6.0,5.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
164,164,10600,Marcel Herrmann Telles,73.0,Brazil,Sao Paulo,Beer,Food & Beverage,Brazil,True,U,M,,,1950.0,1.0,1.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528,100M-500M
165,165,10500,Suleiman Kerimov & family,57.0,Russia,Moscow,Gold,Finance & Investments,Russia,True,U,M,,,1966.0,3.0,12.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,100M-500M
166,166,10500,Sky Xu,39.0,China,Guangzhou,E-commerce,Fashion & Retail,China,True,U,M,,,1984.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
167,167,10500,Changpeng Zhao,45.0,United Arab Emirates,Dubai,Cryptocurrency exchange,Finance & Investments,Canada,True,D,M,,,1977.0,9.0,10.0,114.52,-1.9,421142267938.0,36.8,108.4,77.8,0.1,15.9,9770529.0,23.424076,53.847818,5M-10M
168,168,10300,Andrew Beal,70.0,United States,Dallas,"Banks, real estate",Finance & Investments,United States,True,U,M,Texas,South,1952.0,11.0,29.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
169,169,10200,Mike Cannon-Brookes,43.0,Australia,Sydney,Software,Technology,Australia,True,D,M,,,1979.0,11.0,17.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136,10M-50M
170,170,10200,Carl Cook,60.0,United States,Bloomington,Medical devices,Healthcare,United States,False,D,M,Indiana,Midwest,1962.0,8.0,19.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
171,171,10200,David Duffield,82.0,United States,Incline Village,Business software,Technology,United States,True,D,M,Nevada,West,1940.0,9.0,21.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
172,172,10200,Jeffery Hildebrand,64.0,United States,Houston,Oil,Energy,United States,True,U,M,Texas,South,1959.0,3.0,5.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
173,173,10200,Viktor Rashnikov,74.0,Russia,Magnitogorsk,Steel,Manufacturing,Russia,True,U,M,,,1948.0,10.0,13.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,100M-500M
174,174,10200,Eduardo Saverin,41.0,Singapore,Singapore,Facebook,Technology,Brazil,True,D,M,,,1982.0,3.0,19.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,5M-10M
175,175,10200,Georg Schaeffler,58.0,Germany,Herzogenaurach,Auto parts,Automotive,Germany,False,U,M,,,1964.0,10.0,19.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,50M-100M
176,176,10200,Christy Walton,74.0,United States,Jackson,Walmart,Fashion & Retail,United States,False,U,F,Wyoming,South,1949.0,2.0,8.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
177,177,10100,Scott Farquhar,43.0,Australia,Sydney,Software,Technology,Australia,True,D,M,,,1979.0,12.0,17.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136,10M-50M
178,178,10100,Quek Leng Chan,81.0,Malaysia,Kuala Lumpur,"Banking, property",Diversified,Malaysia,False,D,M,,,1941.0,8.0,12.0,121.46,0.7,364701517788.0,45.1,105.3,76.0,12.0,38.7,32447385.0,4.210484,101.975766,10M-50M
179,179,10100,Wu Yajun,59.0,China,Beijing,Real estate,Real Estate,China,True,D,F,,,1964.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
180,180,10000,Autry Stephens,85.0,United States,Midland,Oil,Energy,United States,True,U,M,Texas,South,1938.0,3.0,8.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
181,181,9900,Liu Yongxing,74.0,China,Shanghai,Diversified,Service,China,True,D,M,,,1948.0,6.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
182,182,9800,Vinod Adani,74.0,United Arab Emirates,Dubai,"Infrastructure, commodities",Diversified,Cyprus,True,Split Family Fortune,M,,,1949.0,1.0,10.0,114.52,-1.9,421142267938.0,36.8,108.4,77.8,0.1,15.9,9770529.0,23.424076,53.847818,5M-10M
183,183,9800,Nicolas Puech,80.0,Switzerland,Martigny,Hermes,Fashion & Retail,France,False,U,M,,,1943.0,1.0,29.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,5M-10M
184,184,9800,"Jacques Saadé, Jr.",51.0,France,Marseille,Shipping,Logistics,France,False,Split Family Fortune,M,,,1971.0,8.0,10.0,110.05,1.1,2715518274227.0,65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749,50M-100M
185,185,9800,Rodolphe Saadé,53.0,France,Marseille,Shipping,Logistics,France,False,Split Family Fortune,M,,,1970.0,3.0,3.0,110.05,1.1,2715518274227.0,65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749,50M-100M
186,186,9800,Tanya Saadé Zeenny,55.0,France,Marseille,Shipping,Logistics,France,False,Split Family Fortune,F,,,1968.0,2.0,1.0,110.05,1.1,2715518274227.0,65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749,50M-100M
187,187,9800,Melker Schorling & family,75.0,Sweden,Stockholm,Investments,Finance & Investments,Sweden,True,D,M,,,1947.0,5.0,15.0,110.51,1.8,530832908738.0,67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501,10M-50M
188,188,9700,Andrei Guriev & family,63.0,Russia,Moscow,Fertilizers,Manufacturing,Russia,True,U,M,,,1960.0,3.0,24.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,100M-500M
189,189,9700,Michael Kim,59.0,South Korea,Seoul,Private equity,Finance & Investments,United States,True,U,M,,,1963.0,10.0,1.0,115.16,0.4,2029000000000.0,94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922,50M-100M
190,190,9700,Lei Jun,53.0,China,Beijing,Smartphones,Technology,China,True,D,M,,,1969.0,12.0,16.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
191,191,9700,Friedhelm Loh,76.0,Germany,Haiger,Manufacturing,Manufacturing,Germany,False,U,M,,,1946.0,8.0,15.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,50M-100M
192,192,9700,Sun Piaoyang,64.0,China,Lianyungang,Pharmaceuticals,Healthcare,China,True,D,M,,,1958.0,9.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
193,193,9600,Rick Cohen & family,70.0,United States,Keene,Warehouse automation,Technology,United States,False,N,M,New Hampshire,Northeast,1952.0,7.0,25.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
194,194,9600,Jin Baofang,70.0,China,Xingtai,Solar panels,Energy,China,True,D,M,,,1952.0,9.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
195,195,9600,Luo Liguo & family,67.0,China,Ningbo,Chemicals,Manufacturing,China,True,D,M,,,1956.0,3.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
196,196,9600,Marijke Mars,58.0,United States,Los Angeles,"Candy, pet food",Food & Beverage,United States,False,U,F,California,West,1964.0,7.0,28.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
197,197,9600,Pamela Mars,62.0,United States,Alexandria,"Candy, pet food",Food & Beverage,United States,False,U,F,Virginia,South,1960.0,8.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
198,198,9600,Valerie Mars,64.0,United States,New York,"Candy, pet food",Food & Beverage,United States,False,U,F,New York,Northeast,1959.0,1.0,26.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
199,199,9600,Victoria Mars,66.0,United States,Philadelphia,"Candy, pet food",Food & Beverage,United States,False,U,F,Pennsylvania,Northeast,1956.0,12.0,15.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
200,200,9500,Vincent Bolloré & family,71.0,France,Paris,Investments,Finance & Investments,France,False,U,M,,,1952.0,4.0,1.0,110.05,1.1,2715518274227.0,65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749,50M-100M
201,201,9500,Jim Pattison,94.0,Canada,Vancouver,Diversified,Diversified,Canada,True,D,M,,,1928.0,10.0,1.0,116.76,1.9,1736425629520.0,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771,10M-50M
202,202,9400,Ernesto Bertarelli,57.0,Switzerland,Gstaad,"Biotech, investments",Healthcare,Switzerland,False,U,M,,,1965.0,9.0,22.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,5M-10M
203,203,9400,Wang Xing,44.0,China,Beijing,Food delivery,Technology,China,True,D,M,,,1979.0,2.0,18.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
204,204,9300,Brian Chesky,41.0,United States,San Francisco,Airbnb,Technology,United States,True,D,M,California,West,1981.0,8.0,29.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
205,205,9300,James Dyson,75.0,United Kingdom,Gloucestershire,Vacuums,Manufacturing,United Kingdom,True,U,M,,,1947.0,5.0,2.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,50M-100M
206,206,9200,Roman Abramovich & family,56.0,Russia,Moscow,"Steel, investments",Diversified,Russia,True,U,M,,,1966.0,10.0,24.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,100M-500M
207,207,9200,Antonia Ax:son Johnson & family,79.0,Sweden,Stockholm,Diversified,Diversified,Sweden,False,U,F,,,1943.0,9.0,6.0,110.51,1.8,530832908738.0,67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501,10M-50M
